name,type
Chintu Dalal,PERSON
Wayanad Coffee Growers’ Association,ORG
All India Kisan Coordination Committee,ORG
the District Bar Association,ORG
Solid Waste Management,ORG
Kisan Ekta Morcha ’s,PERSON
Ambasamudram,ORG
Bahadurgarh,GPE
Ramnath Pokale,PERSON
Animal Husbandry,ORG
Virudhunagar,GPE
Khandsari,PERSON
ST Somashekhar,PERSON
Mambazhakkara,PERSON
the Tamil Nadu Pollution Control Board,ORG
the Bank of Baroda,ORG
Tyagi,GPE
with50,PERSON
Monte de Guirim,PERSON
Shivade village,GPE
Shekhar Jha,PERSON
Ganga Jal',PERSON
Das,ORG
Jaipur/Nagaur: Bharatiya Kisan Union,ORG
Mauli Jagran,PERSON
the Government Medical College,ORG
Khanapur,GPE
Uddanapalli,GPE
P Sainath,PERSON
Deoria,GPE
Infrastructure Development Fund,ORG
mld,PERSON
Parawada,GPE
Shekhawat,ORG
Zadafiya,PERSON
Malabar,GPE
Sunil Siddhaye,PERSON
Venkatachalapuram,GPE
Swami Vivekananda,PERSON
Gaddigodam,PERSON
Dean Kuriakaose,PERSON
Mahindra and Mahindra Limited,ORG
Rs Rs,PERSON
Kisan Samman Nidhi,PERSON
CM Pinarayi Vijayan,ORG
Maharashtra State Road Transport Corporation,ORG
NLS,ORG
Std X,PERSON
Bonde,GPE
Indian Institute of Vegetable Research,ORG
Ashwini Lawand,PERSON
Jagtar Singh Kalajhar,PERSON
Shakali,GPE
CMAPP,ORG
Neriamangalam,GPE
Kelwade,GPE
Pilibhit,ORG
Rajapur,PERSON
the Mange Thapani,PERSON
Mayapuri,GPE
Kanmandale,GPE
Falka,GPE
Trikon Baug,PERSON
the Mukhyamantri Kisan Kalyan Yojana,ORG
Maradi Jambayya Nayak,PERSON
B Kumar,PERSON
Rahatni,ORG
Akther,PERSON
Raj Ahmad,PERSON
Ayodhya and Jammu & Kashmir,ORG
Saraipalya,GPE
Satwant Kaur Sandhu,PERSON
Aundh,ORG
Manoj Jawanjal,PERSON
Sharmishtha Valavalkar,PERSON
State Rural Livelihoods Missions,ORG
Nashik,ORG
Sardar Shailendra Singh,PERSON
RLD,PERSON
Nikhil Rajankar,PERSON
the National Dairy Development Board,ORG
Umesh Kumar,PERSON
Ambalia,ORG
accompanid,PERSON
Dukkar Khind,PERSON
Adani,PERSON
Limba,ORG
Atul Agnihotri,PERSON
Kisan Samman,PERSON
Regional Weather Forecasting Centre,ORG
Chandannagar,GPE
the Punjabi University’s Centre for Development Economics and Innovation Studies,ORG
Siddharthnagar,PERSON
The Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services,ORG
AAP Marathwada,ORG
Mer,PERSON
CDS Rawat,ORG
Omar Khalid,PERSON
Kumbakonam,GPE
Kondhwa,PERSON
Ghanamitra,ORG
Vaju Senjalia,ORG
CM KCR,PERSON
Asiatic,ORG
Kalinagar,PERSON
Nizampatnam,GPE
Kalka ACP Mukesh,ORG
Ram Nutakki,PERSON
Ummenthala Mutha Reddy,PERSON
Ghanpur,PERSON
Garmodi,ORG
Kunal,PERSON
the National Institute of Rural Development,ORG
the Martyrs Column,ORG
Moideen Meeran,PERSON
Hodenuru,GPE
Pandurang Kokan,PERSON
Kesarbai,PERSON
Nuzvid,PERSON
Kale Singh,PERSON
Alyahedi of Deoli gram,ORG
JD(U,GPE
HPCC,ORG
Rajasthan State Cooperative Bank,ORG
Neelgais,PERSON
Jha,PERSON
AIKS V R Palanisamy,ORG
Manpreet Singh Badal’s,ORG
Yadava,PERSON
Farmer Gurmel Singh,PERSON
Rani Chowk,PERSON
bison,PERSON
Bhoomika Rural Mart,ORG
G K Nagaraj,PERSON
Shaheen Bagh,ORG
Bhattiwal Kalan,GPE
Rohan,PERSON
the Purnia Collectorate,ORG
Neetu Singh,PERSON
Sanjay Gandhi Postgraduate Institute of Medical Sciences,ORG
Tehri Garhwal,PERSON
the Tamil Farmers Protection Association,ORG
moong,PERSON
K P Arularasu,ORG
Kamalesh M,PERSON
Devidas Mohakar,PERSON
Teni,GPE
RGIA,ORG
the Union ministry of agriculture,ORG
Shivala,GPE
Jai Kisan Andolan,PERSON
Naranapuram,GPE
Dharmana Krishna Das,PERSON
Jockey,PERSON
Darshan Pal Singh,PERSON
Thackeray,PERSON
Takht Kesgarh Sahib,ORG
Ramesh Gupta,PERSON
Mullikarumbur,GPE
M K Aromatics Ltd,ORG
Doordarshan,GPE
Sonak,PERSON
Nanded,PERSON
the Indian Council of Medical Research,ORG
Prem Singh Chandumajra,ORG
Jayani,PERSON
Amruta Construction,ORG
GSVA,PERSON
Sonipat,GPE
Belghore,GPE
LIT,ORG
Pipara & Co,ORG
Narendra Singh Thomar,PERSON
Diesel,ORG
the All India Kisan Sangharsh Co-ordination,ORG
Beeraiah,GPE
Dave,PERSON
Puttaswamy,ORG
Gadot,PERSON
Manoj,PERSON
LPG,ORG
YSR Yantra Seva Padhakam,PERSON
T Sravan Kumar,PERSON
Indresh Singh,PERSON
Maharaju,PERSON
Kirtan,GPE
the Revenue Book Circular,ORG
Ubaria,GPE
CIIE,ORG
the UP Cooperative Federation Limited,ORG
Vinay Tendulkar,PERSON
Diya Kumari,ORG
Vitamin-C,ORG
Elimineti Venkat Reddy,PERSON
Ratnesh Mishra,PERSON
Bindhu Malini,PERSON
"Pilgao,",ORG
the Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services Ordinance,ORG
HEC,ORG
Balu Chavan,PERSON
Dasari Suryanarayana,ORG
Nagpur,ORG
agronomist,ORG
Navreet,ORG
the Narcotic Drugs and Psychotropic Substances Act,ORG
Ashok Reddy,PERSON
Durgadas Kamat,PERSON
the Indian Penal Code (IPC,ORG
Hansi,PERSON
Tribhovandas Patel,PERSON
Roza,ORG
Patil Constructions,PERSON
Pravin,ORG
BHP,ORG
ACM Vinod,ORG
ED(II,GPE
YPS,ORG
Puttur,GPE
the National Population Register,ORG
Amritsar-Haridwar,ORG
Meena,PERSON
Vittal,GPE
Sironcha,GPE
Anil Parab,PERSON
Rajesh Thummar,PERSON
Rahim Sindhi,PERSON
Uddham Singh,PERSON
district party,ORG
Nirmal Kutiya Karnal,ORG
Solidarity,ORG
Chandauli,PERSON
Trichy,GPE
Chakkupallam,ORG
Lala Lajpat Rai Memorial Medical College,PERSON
Valentine,PERSON
Koyal,ORG
Nitin Ingale,GPE
Apple,ORG
Haryana CM Manoharlal Khattar,ORG
Kailash Choudhary,PERSON
Pant institute,ORG
Valmikinagar,PERSON
Seeds Bill,PERSON
Mahisagar,ORG
Chhotu Ram University of Science and Technology,ORG
EV Reddy,PERSON
Sim J Singh,PERSON
the Vidhan Sabha Rules,ORG
Kiran Maheshwari,PERSON
Asha Sachdev,PERSON
Murshidabad,ORG
Nimbalkar,PERSON
Sunil Kuhrade,GPE
Delhi Sikh Gurdwara Management Committee,ORG
Gursab Singh,PERSON
the Punjab Agricultural Produce Markets Act,ORG
the Groundnut Kharif Crop Survey 2020,ORG
Agra University,ORG
Kamalathal,ORG
Sardulgarh,ORG
Shetkareancho Ekvat Taleigao,ORG
Digvijay,PERSON
Mandi,GPE
Seeraga Samba - a fine,PERSON
All India Radio,ORG
Woraiyur,PERSON
Uttar Pradesh’s Budhana,ORG
Nargis,PERSON
Juni Mengani,PERSON
The Haryana Congress,ORG
Somasila,GPE
S Vimalanathan,ORG
Convenor Dinesh Pandey,ORG
Hriyadesh,PERSON
Regional Research Centre for Citrus,ORG
Khushpreet Singh,PERSON
NA)plot,ORG
Vellam,PERSON
Environmentalist Vandana Shiva,ORG
Bore Gowda,PERSON
Pankaj,PERSON
Arshi,ORG
SSP,ORG
Thayanur,GPE
Karnal’s,ORG
Anoop Dhanak’s,PERSON
Ramayana,PERSON
Puranpur tehsil,PERSON
MSCERT,ORG
Sachin Waze,PERSON
Chennimalai,PERSON
Agricultural Land for Non-agricultural Purposes and Allotment,ORG
Jai Prakash Yadav,PERSON
Jivati,GPE
Annapurna,PERSON
Sukhbir Badal,PERSON
Katehra village,GPE
Pakribawaran,GPE
Pralhad Joshi,PERSON
Janak Padsara,PERSON
Jawad Ahmad,PERSON
Kirtiram Kulmethe,ORG
Shivaram Hebbar,PERSON
Panjabrao Deshmukh Interest Concession Scheme,ORG
the Rajasthan Urban Areas (Permission,ORG
Senthilkumar,PERSON
Raghav Chadha,PERSON
KVK,ORG
kin,ORG
Salman Khan 's,ORG
Yadavbaba,GPE
Punjabi Academy of Delhi,ORG
Mutharasan,PERSON
Abhijeet Kumar,PERSON
the Sanyukt Morcha,ORG
Mudde,GPE
Nation for Farmers,ORG
Anaikkarai Muthu,ORG
Tuticorin,GPE
Jan Dhan,PERSON
Bijalgaon,PERSON
Patiala MP Kaur,ORG
Dayanand Medical College & Hospital,ORG
South Haryana’s,GPE
Taleigao,ORG
Ajay Pratap Singh,PERSON
Jayesh Radadiya,PERSON
Pune-Satara,ORG
Swain,PERSON
Dhanush,PERSON
Millet,PERSON
Janardhan Raju,PERSON
Uttar Pradesh’s Jhansi,ORG
Sangwan Khap,PERSON
Jamnagar,PERSON
Haryana DGP,PERSON
worth lakhs,PERSON
Hunsur,GPE
Makhmalabad,GPE
Bangalore,PERSON
Thiyagarajan,ORG
Barnala,PERSON
Yogendra Singh Rawat,PERSON
Vishnu Ganesh Pingle,PERSON
Meenakshi Towers,ORG
the Goa Agricultural Tenancy,ORG
Nellikolu Trust,ORG
Vaagaikulam,ORG
Mota,GPE
Swabhimani Shetkari Sangathan,PERSON
Barwa,GPE
IPRD,ORG
Vadavrao,PERSON
Kyle Kuzma,PERSON
India International Trade Fair,ORG
"Cotigao,",ORG
Narenda Modi,PERSON
Durgaram,GPE
Tanvir Mirza,PERSON
The Nagpur Municipal Corporation’s,ORG
Alphanso,PERSON
ghar mein log fauj mein,PERSON
Jasdan,PERSON
Keshav Kangane,PERSON
Tej Bahadur Singh,PERSON
Marut Drones,ORG
Sahid Chowk,PERSON
MFA,ORG
Institute of Management,ORG
Rohit Sabharwal,PERSON
the Raj Bhawan,GPE
Thookka Naicken Palayam,ORG
Mehul Dabhi,PERSON
Sunria Chowk,PERSON
Sushmita Shirke,PERSON
National Education Policy,ORG
Sikandarbhai Shah,PERSON
GT-Karnal Road at Singhu,ORG
Deoni,PERSON
Agrahara Samakulam,PERSON
Chandigarh-Amritsar,PERSON
SHO Naresh Kashyap,ORG
HMDA,ORG
The Andhra Pradesh Secretariat Association,ORG
Vikas Patil,PERSON
Hardeep Singh Mehraj,PERSON
Kurubur Shanthakumar,PERSON
Prakash Gupta,PERSON
Parapatti,ORG
Kisan Samanvay Samiti,PERSON
Shivampet,ORG
the Tamizhaga Vivasayigal Sangam’s,ORG
Salendri Devaiah,PERSON
the Central Board of Direct Taxes,ORG
P Kandasamy’s,ORG
Induraj Narwal,PERSON
Nerul,PERSON
Narasimha Reddy,PERSON
Narayanpet,GPE
MGM,ORG
K Sailaja,ORG
Bharathiar University,ORG
Gurbachan Singh Chaba,PERSON
V K Yadav,PERSON
Radhakrishna Mhetre Sharda Raut,PERSON
Patole,ORG
Kalveerampalayam,PERSON
Hatiya,GPE
Bijnor to Garh Mukteshwar,ORG
the Mandi Board,ORG
the Business Advisory Committee,ORG
Sarvesh Kumar,PERSON
Gandak,ORG
Sudhir Parwe,PERSON
Patiala,GPE
the agriculture ministry saying,ORG
Smart Sugarcane Farmer,ORG
National Horticultural Mission,ORG
Vipin Sharma,PERSON
CM Sushil Kumar Modi,PERSON
GHAZIABAD/GURUGRAM/NOIDA,ORG
The Ludhiana-Amritsar,ORG
Pakora Chowk,ORG
Telugu Association of North America,ORG
Nitish Kumar,PERSON
Manjunath,PERSON
Seevalsaragu,GPE
Sroop Ram under Section 302,ORG
Aadhaar,PERSON
Hanumant Phuge,ORG
V Jayaprakash,PERSON
Naroda,GPE
Parsi,ORG
UNDP-India,ORG
Ramkishan,ORG
Congress Giddarbaha MLA,PERSON
Graduate Aptitude Test,ORG
Pradhyuman Patel,PERSON
Civil Society,ORG
Kisan Suryodaya Yojana,PERSON
Praveen Chand,ORG
G Ganesan,PERSON
Rajasthan Renewable Energy Corporation Ltd,ORG
ND,GPE
Bharatpur,PERSON
Chittar,GPE
Umeed Singh Rawat,GPE
Hitesh Dodia,PERSON
Jai Bangla',PERSON
the Farmers Welfare Fund,ORG
Gadkari,GPE
Sayla Police Station,ORG
Atul Rai Mar,PERSON
Phanideep Karnati,PERSON
Lohatwadi,PERSON
"Tikait, Bharatiya Kisan Union",ORG
Abhayam,ORG
Melaputhur,PERSON
Rasipalayam,PERSON
Shahid Sthal,PERSON
Harvinder Singh,PERSON
Chandwa village,GPE
S Somasundaram,ORG
Ravinder,PERSON
Lachhiwala.,ORG
Mandi Ladhuka,PERSON
Shamshad Ansari,PERSON
Venmani,GPE
the department of economic,ORG
Yadwinder Singh Libra,PERSON
Rajaram Deshmukh,ORG
Radhanagari,ORG
Dehgam,PERSON
Soubhagya Yojana,PERSON
Bajaj Hindustan,PERSON
the Telangana State Road Transport Corporation,ORG
Genetic Engineering Appraisal Committee,ORG
Jhalawar,PERSON
Rajasthan Bills,ORG
Nabadwip,GPE
Tulsidas Rathod,PERSON
Dimbam,GPE
Samrudhhi,PERSON
East Delhi Municipal Corporation,ORG
Shivraj Singh Chouhan’s,PERSON
Raitha Belaku,PERSON
Rajyavardhan Singh Rathore,ORG
the Jawaharlal Nehru Port,ORG
Express,ORG
Jangrauli,GPE
Sultana,GPE
Bangaru Telangana,PERSON
Mormugao,ORG
Mohadi village,GPE
Dabra,PERSON
Chautala Senior,PERSON
Rani Deol,PERSON
The Zameen Samadhi Satyagraha,ORG
Bharath Nagar,PERSON
Shekhar,PERSON
Jurisdictional Begur,ORG
grou,PERSON
Shree Ganesh Sai Services,ORG
Malamachanahalli,GPE
All India Kisan Morcha,ORG
mango orchards,ORG
Rajkumar,PERSON
Steven Alvares,PERSON
the Foreign Correspondents’ Club of South Asia,ORG
Republic Day,GPE
Nehra,ORG
Balasubramanya,PERSON
the Tamil Nadu Farmers’ Association,ORG
Dinesh Sharma,PERSON
Coastal Regulation,ORG
Greenfield,PERSON
Phlue Vasundhara,PERSON
Begumphulli,GPE
Moideen,PERSON
Khalsa,GPE
Shiv Kumar Kakka,PERSON
Hussaniwala,GPE
GB Pant National Institute of Himalayan Environment,ORG
Muradnagar,GPE
Bihar Vikash Mission,ORG
Bhimji Borsar,GPE
Manu,PERSON
Kamalpreet,ORG
Thirukkattuppalli,PERSON
Pakkam,PERSON
M Natesan,PERSON
Mitesh Trivedi,PERSON
Punjab Chandrawati,PERSON
K Kumar,PERSON
Yeshwant Stadium,PERSON
Kuppanur,PERSON
Bhana,PERSON
Bratya Basu,PERSON
the Pune Municipal Corporation,ORG
Dugri,GPE
Raikot/Jagraon,PERSON
Ko-45,PERSON
Kisan Mazdoor Sangharash Committee,ORG
Anshumali Srivastava,PERSON
Bhaumik Dholaria,PERSON
Abhay Kolarkar,PERSON
Vekaria,PERSON
National Real Estate Development Council,ORG
B Yakub Khan,PERSON
Radha Raman,ORG
Amit,ORG
RPSC,ORG
Ekta Kapoor,PERSON
Arif,PERSON
New Delhi:,GPE
Bapu Vatika,GPE
Marten Van Den Berg,PERSON
Saini Samaj Bhawan,PERSON
DITC,ORG
Maneesh,PERSON
CM K,PERSON
Radha Krishna,PERSON
Amarnath Ramakrishna,PERSON
Sonal,PERSON
Karimnagar,GPE
hai,GPE
Tagunde,ORG
Manisha,GPE
Dindol,PERSON
Sullivan Street,ORG
the agriculture ministry,ORG
Bhutada,GPE
Discoms,GPE
G Medhe,PERSON
Warasia,GPE
Manoj Sonkar,PERSON
The Punjab State Power Supply Corporation Ltd,ORG
Rajesh Kumar Bharatiya,PERSON
Baghel Singh Dhaliwal,PERSON
Mandya,GPE
the Hill Area Conservation Authority,ORG
Anup Chavan,PERSON
Hingne,GPE
Nawab Singh,PERSON
Rameshkumar Joshi,PERSON
T T V Dhinakaran,PERSON
Bhuwaneshwar Mehta,PERSON
Krishi Mandi,PERSON
Cordycep,GPE
BTech,ORG
Palse village,GPE
maanti hai,PERSON
Khandu Bodke,PERSON
Kallar,PERSON
Devendra Pratap Mishra,PERSON
Valsad Navsari,PERSON
Andhra Pradesh State Development Planning Society,ORG
Vasant Kalpande,PERSON
Ram Prasad,PERSON
Bacchu Kadu,PERSON
KKU,ORG
Consortium,ORG
Karnal DC Nishant,ORG
MeT,ORG
Vineet Saran,PERSON
Kole,PERSON
MSEDCL,ORG
Manalmedu,GPE
Tadoba,ORG
Bhoj Raj,PERSON
MPC,ORG
the CM’s Relief Fund,ORG
PAC,ORG
Dipankar Gupta,PERSON
Govida Rao,PERSON
Chicago,GPE
State Agricultural University’s,ORG
Nandigama Town,PERSON
Goonda Act,PERSON
the Amaravati Parirakshana Samiti Joint Action Committee,ORG
State Congress Working,ORG
Suman’s,ORG
Matar,GPE
Operaton Shakti,PERSON
van contractor,PERSON
the Palladam Government Hospital,ORG
Murhu,ORG
Navakishor Reddy,PERSON
Sandeep Yadav,PERSON
Chamkaur Singh,PERSON
Nehru,GPE
Pagdhar,PERSON
Azhikode,ORG
the All India Students Federation,ORG
K Gopalsamy,ORG
Lokayukta,ORG
Bharatiya Kisan,ORG
the Bhartiya Kisan Union Raj,ORG
Sahni,PERSON
Chattisgarh,GPE
Supriya Shrinate,ORG
Jasbir Singh Mamumajra,PERSON
south Delhi,GPE
Kisan Sammelan',PERSON
Banaras Hindu University,ORG
Bishnoi,GPE
MSP,ORG
Tiwari,ORG
Makrana,GPE
Shivare,GPE
Dr,GPE
Golden Youth Club,ORG
Neeraj Chopra,ORG
Malaipalayam,GPE
Vidarbha,GPE
Hulloli,GPE
Srinivas Reddy,PERSON
Jan-Shatabdi Express,ORG
Raval,GPE
DyCF) SB Bhalavi,ORG
Varinder Kumar Sharma,PERSON
Arti Singh,PERSON
Roli,PERSON
Jagdanand Singh,PERSON
Shivam Verma,PERSON
Kiran Chandra,PERSON
Bandra,PERSON
Congress Legislative Party,ORG
All India Congress Committee,ORG
Shamshabad,GPE
Murugesan,GPE
Rajeev Satav,PERSON
Indirapuram,ORG
TRICHY,PERSON
G Rama Rajinikanth,PERSON
Ukhlarsi,ORG
SI Chouhan,ORG
Kothrud MLA Chandrakant Patil,PERSON
Magahi,GPE
Jalore,GPE
Himalayan Abode,PERSON
Sangaraju,ORG
Sriveda Bollam,PERSON
Dinesh Shiddhapara,PERSON
Chaduni,GPE
Suryapet,GPE
Siresandra,ORG
Vijay Krishna Redekar,PERSON
NIZAMABAD,ORG
Ravindra Bhavan,PERSON
Madhotanda,PERSON
Nara Lokesh,PERSON
Uturn,PERSON
Rajeshwar Reddy,PERSON
Lalan Kumar,PERSON
Narayan Singh Parihar,PERSON
MPT,ORG
IGNP,ORG
Jasmine,PERSON
the Agricultural Produce Marke,ORG
Oraon,PERSON
N Vijayalaxmi,PERSON
Sheshadri Road,PERSON
Rajiv Malik,PERSON
Bengali,GPE
Akbar Basha,PERSON
Kosli BJP MLA’s,ORG
BJYM,ORG
CII Punjab,ORG
Indri,PERSON
Anil Sharma,PERSON
the Farmers (Empowerment and Protection) Agreement of Price Assurance and Farm Services Act,ORG
Gujarat Control of Terrorism and Organized Crime,ORG
Dadva,GPE
Kathakuruchi,GPE
Seetha,PERSON
The All India Farmers’ Struggle Coordination Committee,ORG
Maafi Yojana,PERSON
Shanta Bai,PERSON
Maliya-Miyana,ORG
Samant,PERSON
K Ponmudi,PERSON
Bund,PERSON
Ransinh,PERSON
jaari jung rakhio,PERSON
Deoghar,PERSON
Bengal Congress,ORG
Waluj,GPE
Kanwaljeet Khanna,PERSON
Vasvi Tyagi,PERSON
S Rajadurai,PERSON
Jaypraskash Nagar,PERSON
Khemkaran,PERSON
The Tea Board of India,ORG
pro-Tamil,PERSON
Jaitala,GPE
Bhilwara,PERSON
Chinnakodur,PERSON
Himachal Pradesh,ORG
East Nagpur,GPE
Jadavpur University,ORG
Ghummanhera,ORG
Krantikar Punjab,PERSON
Tadepalli,ORG
the Centre that EPS,ORG
Chandra Shekhar Azad,ORG
Ujjal Bhuyan,PERSON
Ramanna,ORG
Dhampur,PERSON
Guru Nanak Engineering College,ORG
Muringoor,GPE
Ghorpadi,GPE
Ashok Choudhary,PERSON
Hosahundi,GPE
Thawar Chand Gehlot,ORG
Sankol Chandrashekhar,PERSON
Bhagwat Prasad,PERSON
Ga,ORG
KKN,ORG
Himmatpur,GPE
Abhinav Gangumalla,PERSON
Kothakota Mandal,ORG
Ram Singh’s,PERSON
the Atmanirbhar Bharat Abhiyan,ORG
Balasaheb Deshmukh,PERSON
Chandra Kudiyal,PERSON
Association,ORG
Agricultural Research Service,ORG
Vazhapadi,GPE
AL Tikle,PERSON
Mahesh Manjrekar,PERSON
Singla,PERSON
the Explosives Rules,ORG
Phoolka,ORG
Gavier,ORG
AI,ORG
Nakade,ORG
Kotwan,GPE
Amrik,GPE
Khalistan Tiger Force,ORG
the Agricultural Produce Markets Committee,ORG
Ekta Ugraha,PERSON
Oil Marketing Companies,ORG
Kodapadavu,GPE
Amarpal Maurya,PERSON
CM of Uttar Pradesh,ORG
EA,ORG
M N,PERSON
Tongad,PERSON
Lakhimpur-Kheri,PERSON
Burjgill,ORG
Ashika Ranganath,PERSON
GCMMF,ORG
Rapar,PERSON
Pollachi-Negaman,ORG
Singh Chautala,PERSON
Shamsher Singh,PERSON
Maha Samudram,PERSON
Gurnam Charuni,PERSON
Panjuana,GPE
Singh Bajwa,PERSON
Darshana Pednekar,PERSON
Venkat Reddy,PERSON
Phawahi,GPE
CMC,ORG
sou,GPE
Jageshwar Prasad Kushwaha,PERSON
Lakhwinder Singh Waryamnangal,PERSON
Yagapudaiyanpatti,ORG
Akhil Bharatiya Vidyarthi Parishad,PERSON
Eish Singhal,PERSON
Thattankuttai,GPE
Contractor Mohammad Husaain,PERSON
Amadalavalasa,GPE
Bhucho,ORG
Ajay Pal Sharma,PERSON
Gollapudi,PERSON
Satara,GPE
FICCI Telangana State Executive Committee,ORG
Tarkulani,ORG
Sumeet Thakur,PERSON
Birendra Prasad Gupta,PERSON
N Muthukrishnan,GPE
The Karnataka Commission for Protection of Child Rights ( KSCPCR,ORG
Siddhpur Chandanji Thakor,PERSON
Bhanuda,ORG
SS,ORG
Anurag Thakur,PERSON
Kappalur,GPE
Pravin Nayak,PERSON
Bhoopani,PERSON
Commendation Medal,ORG
Baburajapuram,GPE
ASI Sumer Singh,ORG
Gajra,PERSON
Manchar,GPE
the Parambikulam Aliyar Scheme,ORG
Ramtekes,ORG
Chintamani Perni,ORG
Sunil George Kodamulli,PERSON
Lasalgaon APMC,ORG
Sweeti Kumari,PERSON
Budh Singh,PERSON
Badal,PERSON
FPGs,ORG
Thopupatti,ORG
Ra,PERSON
S T Somashekhar,PERSON
Rajat Nara,PERSON
Venkatrasa,GPE
Ajit Rathi,PERSON
Information,ORG
Mahagatbandhan,GPE
Padampur,GPE
Kalamdari,PERSON
Shankar Trading Company,ORG
Archeological Survey,ORG
K Krishnankutty,PERSON
Mayawati,PERSON
Bhuri Singh,PERSON
RKMS,ORG
Kumar Bansal,PERSON
Kisan Sangram Samiti,PERSON
Republican Party of India’s,ORG
N Uma Maheshwari,ORG
Haryana Jan Chetna Party,ORG
Narayangaon,GPE
Bamikonda,PERSON
Satbiri Devi,PERSON
Sunil Vaigankar,PERSON
the Essential Commodities (Amendment,ORG
Komarada,ORG
IVRI,ORG
Fr Kochupurackal,PERSON
the National Disaster Management Authority,ORG
Jaiveer Yadav,PERSON
the Noida Authority,ORG
"Edappadi, Sangagiri",ORG
the United States of America,GPE
Talaviya,PERSON
Umadevi,ORG
A M Nizar,ORG
Navalur Kuttappattu,GPE
Khaidopur,GPE
CAFO,ORG
HF,ORG
Benita Mary Jaiker,PERSON
Paladugu,GPE
Perundurai MLA,PERSON
fue,ORG
Kaur,PERSON
Hutp,PERSON
Harish Chandra,PERSON
Khajod,GPE
RD Danve,PERSON
Khandekar,PERSON
Khiali Chahla,PERSON
Ambedkar,PERSON
Dindigul,PERSON
Basanta,GPE
S Rajasekar,PERSON
the Federation of Automobile Dealers’ Association,ORG
Ranchi University,ORG
Marten van den Berg,PERSON
Nelamangala,GPE
S Aneesh Sekhar,PERSON
the ministry of food,ORG
Hathi Singh,PERSON
Rayalaseema,PERSON
Tennur,GPE
Sapit,PERSON
Arya Nagar of Hisar,PERSON
P Sreeramakrishnan,PERSON
J Innocent Divya,PERSON
Banshendra,GPE
The UP Sugar Mill Association,ORG
Navapur,GPE
the State Biotechnology Coordination Committee,ORG
Sivanandham Bhojan,PERSON
Citizen’s Foundation,ORG
Karnik,PERSON
“Vyas Gufa,PERSON
R Raja Chidambaram,PERSON
Se,PERSON
Amra Ram,PERSON
B Ko,PERSON
Balaji,PERSON
Barmer,PERSON
National Innovation Foundation,ORG
North 24,GPE
Langda,PERSON
Manjunath Narayanpur,PERSON
NGO People’s Watch,ORG
ZBNF,ORG
Pancha Raja,PERSON
Kajalkar,PERSON
Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services,ORG
Narpat,PERSON
Kachhigam,PERSON
CO 17,ORG
Mazdoor Mahasangh,PERSON
Rajagopal,ORG
Sengar,PERSON
Anant Velip,PERSON
Mandeep,PERSON
Jaan hai,PERSON
Vishweshwar Reddy,PERSON
MLA Harpal Singh,PERSON
the All Goa Sugarcane Cultivators’ Association,ORG
Shetkari Kamgar Morcha,PERSON
Pratap Singh Khachariyawas,PERSON
Congress Legislature Party,ORG
Jagannath Sahoo,PERSON
CBF,ORG
‘Delhi,GPE
Shankar Khatake,PERSON
Gujjanoodu,ORG
Badshahpur Chhaunk of Sahayal,ORG
Tumkur,PERSON
Juthal village,GPE
the Uttar Pradesh-US Nagar,ORG
Mapusa ODP,ORG
the Tamil Nadu Vivasaigal Sangam,ORG
Kandramanickam,GPE
âIt,PERSON
Rampura Mishra-Richha,PERSON
Amit Sardar,PERSON
The Telangana CM,ORG
Gobirasipuram,PERSON
Koleabandh,GPE
Krishimela,GPE
Amboli,GPE
Pandey from,ORG
Satranjipura,GPE
kuch rajnaitik,ORG
Amloh,PERSON
Dashrath Kharana,PERSON
Etah,GPE
Fountain Chowk,PERSON
Pissurlem Farmers’ Association,ORG
Aladiyur,PERSON
Siddhant Chaturvedi,PERSON
Ratia,PERSON
the agriculture department swung,ORG
Srinivas Rao,PERSON
Champaran,GPE
Arjuna,ORG
A Public Interest Litigation Petition,ORG
Kashmiri,ORG
Jharkhand Mukti Morcha,PERSON
Sanyukta Kisan Morcha,PERSON
Khandesh,ORG
Sunil Singh,PERSON
DVVNL,ORG
Malviya Nagar,PERSON
Rapid Action Force,ORG
Bilara,PERSON
East Central Railways,ORG
Simple,ORG
Gurpreet Singh,PERSON
Ponnavolu Sudhakar Reddy,PERSON
GVL Narasimha Rao,ORG
Abdul Rahman Mujtaba Hashmi,PERSON
Ajay Vir Jakhar,PERSON
Komal Lamba,PERSON
Manekshaw Parade Ground,ORG
Malkit Singh,PERSON
Khandgaun,ORG
Mallapur,GPE
Karthik Narale,PERSON
KENDRAPADA,ORG
Chandur,GPE
Muttil,GPE
Harbhajan Singh,PERSON
Russ,PERSON
Thulir Science Cen,ORG
Arpan,GPE
Kadiana,GPE
Padma,PERSON
Byagari Narasimhulu,PERSON
Jasu Tadvi,PERSON
V Murugan,PERSON
Software Park,GPE
Pervej,PERSON
TPPC,ORG
Mayanur,ORG
Vinayak Karbhatkar,PERSON
Mahila,GPE
Kanaka Durga,PERSON
MK Anand,PERSON
the National Crime Records Bureau,ORG
Vijay Bhardwaj,PERSON
Baloch,GPE
Jai Jawan Jai Kisan Jai Vigyan,PERSON
Rajapakala,GPE
Thanthai Roever Institute of Agriculture and Rural Development,ORG
