id,entity,type,louv_community_weighted
10650,Indian Overseas Bank,ORG,215
10651,Munendra Rajput,PERSON,13467
10652,Curchorem,GPE,3160
10653,Laur,GPE,15549
10654,Cauvery Delta Farmers’ Association,ORG,215
10655,Gada,PERSON,6266
10656,Vasava,PERSON,12381
10657,Achalpur,GPE,15549
10658,Cial,ORG,4068
10659,Jackie Shroff,PERSON,2763
10660,Dawn,ORG,564
10661,Mahesh Galliya,PERSON,3644
10662,Shalimar,GPE,10780
10663,Tagunde,PERSON,15549
10664,Chandni Chowk,GPE,3644
10665,Suresh Cheeta,PERSON,3229
10666,the Rajasthan Vidhyu,GPE,8841
10667,Gazipur,GPE,3644
10668,Prahlad Patel,PERSON,4688
10669,sec,ORG,18149
10670,Rincy Jaslin,PERSON,215
10671,Chayan,GPE,8841
10672,UP-Uttarakhand Sikh Organization,ORG,3644
10673,Jaggiahpet,GPE,6619
10674,Lakhowal,ORG,4688
10675,Rishab Jha,PERSON,10780
10676,Safdarjung,GPE,937
10677,GIHED-CREDAI,ORG,12381
10678,Ranjeet Singh,PERSON,3644
10679,Belaga,GPE,2763
10680,Uttar Pradesh ’s,GPE,3644
10681,I D Jadeja,PERSON,12381
10682,Shindes,PERSON,15549
10683,non-NDA,ORG,10780
10684,Virat Kohli,PERSON,6266
10685,the Horticulture College and Research Institute,ORG,215
10686,Arun Yadav,PERSON,13467
10687,the Indian Institute of Wheat and Barley Research Centre,ORG,15549
10688,Mujaffanagar,GPE,4688
10689,Venkateswara Rao,PERSON,6619
10690,Narmada Bachao Andolan,ORG,8841
10691,Vankunavath Suresh,PERSON,18149
10692,Dinesh Rajbhar,PERSON,10780
10693,Cheema Kala,GPE,4688
10694,Jeet Singh,PERSON,3644
10695,Uttam Kundu,PERSON,1561
10696,BJD,ORG,3644
10697,Commission,ORG,3644
10698,Ramesh Pokhriyal Nishank,POL,3644
10699,the State Biotechnology Coordination Committee,ORG,6266
10700,Hitesh Vora,PERSON,4688
10701,Dharhara,GPE,10780
10702,Arun Sood,POL,4688
10703,Khajurna,GPE,6619
10704,Kisan Manch,ORG,3644
10705,PEW,ORG,215
10706,Thaliparamba,GPE,11194
10707,Cauvery,GPE,215
10708,Vedanta Ltd,ORG,215
10709,Atchutapuram,GPE,6619
10710,Akilesh,POL,215
10711,Wadi,GPE,15549
10712,Malliyam Manjalaru,GPE,215
10713,Caroline Rowett,PERSON,6266
10714,Panjabrao Deshmukh,PERSON,15549
10715,T T V Dhinakaran,PERSON,215
10716,Mangapet,GPE,18149
10717,Ashok Rathwa,PERSON,12381
10718,Narinder Sandhu,DIR,4688
10719,Khalid Mahmood Khokhar,PERSON,8841
10720,Jaito,GPE,4688
10721,Devkant Meshram,PERSON,12041
10722,Sahaja Samruddha,ORG,2763
10723,Ajit Nawale,PERSON,15549
10724,KVKs,ORG,10780
10725,Anil Sharma,DIR,10780
10726,Salcete,GPE,3160
10727,Hansi,GPE,937
10728,Chandi ki Taksal,GPE,8841
10729,Aravindan,POL,215
10730,Sugam Anand,PERSON,13467
10731,agriculture marketing committee,ORG,18149
10732,Jagbeer Singh Sokhi,PERSON,4688
10733,Khair,GPE,3644
10734,Qureshi,PERSON,12381
10735,Mahathanapuram V Rajaram,PERSON,215
10736,Bytco,ORG,15549
10737,Prajeet Singh,DIR,3644
10738,Chetticulam,GPE,215
10739,Kisan Welfare Society,ORG,8841
10740,Ramesh Chander,POL,4688
10741,Kallanthiri,GPE,215
10742,Kanhar,GPE,3644
10743,Ballari,GPE,2763
10744,Swarna Singh Virk,PERSON,4688
10745,Meenakshi Towers,ORG,18149
10746,Gershwin Drain,PERSON,6266
10747,Kareli,GPE,3644
10748,Jagdeep Singh,POL,4688
10749,Congress Jharkhand,ORG,10780
10750,Satnam Singh Pan,PERSON,4688
10751,Sonambe,GPE,15549
10752,KIADB,ORG,2763
10753,Dhamda khazan,GPE,3160
10754,Ayesha,PERSON,15549
10755,Rahul Zamad,PERSON,3644
10756,Girish Pillai,DIR,3160
10757,Krishnan Venugopal,PERSON,1527
10758,Devenur,GPE,18149
10759,Sachin Paigude,PERSON,15549
10760,Kosli,GPE,4688
10761,Raiyani,PERSON,12381
10762,Bagel,PERSON,15549
10763,G Shyamsunder,PERSON,18149
10764,Sikar,GPE,8841
10765,Vilas Sonde,PERSON,6483
10766,Jayam Ravi,PERSON,12381
10767,Fulsavangi village,GPE,4229
10768,Madina village,GPE,4688
10769,Mohanlalganj,GPE,10780
10770,Federations of Self-Help Groups,ORG,15549
10771,Shyam Sundar,POL,3644
10772,Pravesh Devi,PERSON,3644
10773,Sahyadri Farms,ORG,15549
10774,Dhaniram Markam,PERSON,3644
10775,Datta Gaonkar,PERSON,3160
10776,the Nakkubetta Farmers’ Welfare Association,ORG,215
10777,D K Balaji,DIR,6619
10778,R Rajendran,PERSON,215
10779,Reeta Singh,POL,215
10780,Centre,ORG,4688
10781,Prathibha Kulai,PERSON,3003
10782,the Delhi Pollution Control Committee,ORG,4688
10783,Sanvidhan Chowk,GPE,1561
10784,Rout,PERSON,15549
10785,Ramnagar,GPE,3644
10786,Nagpur Municipal Corporation Contractors’ Welfare Association,ORG,15549
10787,Posts,ORG,3160
10788,BV Yadav,PERSON,18149
10789,Amdi Phata,GPE,15549
10790,Ashok Jamkar,PERSON,15549
10791,Alok Dubey,DIR,10780
10792,Harshleen Oberoi,PERSON,4688
10793,SG Siddaramaiah,PERSON,2763
10794,Tamil Nadu Forest Plantation Corporation Limited,ORG,1341
10795,Mooratganj,GPE,3644
10796,Research Design and Standards Organisation,ORG,15549
10797,Maxist Coordination Committee,ORG,10780
10798,Maharashtara,GPE,15549
10799,A Ramurthi,PERSON,18149
10800,Buxar,GPE,10780
10801,Vikas Rawal,DIR,15549
10802,Rahul Baba,PERSON,13467
10803,YS Rajasekhara Reddy,DIR,6619
10804,Narayan,PERSON,15549
10805,Pradesh Kisan Sangharsh,ORG,8841
10806,Gandhavayal,GPE,215
10807,BJP Govt,ORG,4688
10808,Santosh Ahirwar,PERSON,13467
10809,Task Force,ORG,18149
10810,Khurja,GPE,3644
10811,the Centre of I,ORG,15549
10812,Jagadeshwar Rao,PERSON,3644
10813,", HemaMalini,",PERSON,3644
10814,SI RN Singh Chouhan,PERSON,13467
10815,Kissan Credit Cards,ORG,8841
10816,Netrapal,PERSON,3644
10817,Nestor Rangel,PERSON,3160
10818,Venod Sharma Ji,PERSON,4688
10819,Rajesh Thummar,PERSON,12381
10820,Ravindra B,PERSON,3003
10821,Kemri SHO,ORG,3644
10822,Karaiyur,GPE,215
10823,Urna,GPE,6619
10824,Kamlesh Jimadia,PERSON,12381
10825,Bahawadi Shyam Singh,PERSON,4688
10826,Kavitha Kuruganti,PERSON,4688
10827,CMCH,ORG,937
10828,the Telangana Wild boar Menaced Farmers Association,ORG,18149
10829,Sadya Veg,ORG,11194
10830,Ashok Pharande,PERSON,15549
10831,the Nashik Municipal Smart City Development Corporation Ltd,ORG,15549
10832,Stalin,PERSON,215
10833,Raj Kumar Chahar,DIR,3644
10834,Yasmin Basha,PERSON,18149
10835,Chedi,PERSON,10780
10836,a ‘Kisan Sabha’,ORG,8841
10837,the Jauhar Trust,ORG,3644
10838,Hari Singh Mena,PERSON,8841
10839,Naskal,GPE,18149
10840,Donje,GPE,15549
10841,Amit Borkar,PERSON,15549
10842,Puttaiah,PERSON,2763
10843,Nathuakhan,GPE,3644
10844,Lower Parel,GPE,18149
10845,Ramdhari,PERSON,3644
10846,Avinash Kakade,PERSON,15549
10847,the BKU Haryana,ORG,4688
10848,M A Chinnasamy Gounder,PERSON,215
10849,National South Indi,ORG,215
10850,State Advisory Price,ORG,3644
10851,Machhiwara Sahib,GPE,3644
10852,S R Satishchandra,PERSON,11194
10853,Border Security Force,ORG,4688
10854,Ryan Reynolds,PERSON,6266
10855,the Haryana Congress Legislature Party,ORG,4688
10856,Vartu,GPE,12381
10857,Center,ORG,10780
10858,Mallu Bhatti Vikramarka,PERSON,18149
10859,Aspi Chinoy,PERSON,15549
10860,Sahrudaya,ORG,252
10861,P Ayyakannu,PERSON,215
10862,Moody’s,ORG,4688
10863,BKU (,ORG,4688
10864,Kheda Satlana,GPE,8841
10865,J R Ani,PERSON,1341
10866,Urban Retreat,ORG,18149
10867,Tirath Singh,PERSON,4688
10868,VuMonic,ORG,215
10869,Best Price,ORG,4688
10870,IHA foundation,ORG,4688
10871,Dalal khap,ORG,4688
10872,The Thottakalai Sales Centre,ORG,215
10873,the Krushi Vigyan Kendra,ORG,12381
10874,Masaurhi,GPE,10780
10875,Chintamani Perni,PERSON,3160
10876,K Ponmudi,PERSON,215
10877,Dushyant Naik,PERSON,12381
10878,Ulundurpet,GPE,215
10879,the Bahujan Samaj Party,ORG,3644
10880,Lasalgaon APMC,ORG,15549
10881,RB Kaul,PERSON,15549
10882,Vellode,GPE,6266
10883,Saurabh Bhardawaj,PERSON,4688
10884,Kodihalli Chandrashekar,POL,2763
10885,Gandevi,GPE,12381
10886,Subhash Raichatte,PERSON,15549
10887,Ajay Bhupathi,PERSON,6619
10888,Bijrad,GPE,8841
10889,Suresh Patidar,PERSON,13467
10890,Agro Farms India Private Limited,ORG,15549
10891,Devpara village,GPE,8841
10892,North and South Poongudi,GPE,215
10893,the revenue department,ORG,3644
10894,Parthiban,POL,215
10895,Bhanu Prakash,POL,18149
10896,the Grapes Farmers Association,ORG,15549
10897,the Indian Women’s Press Corps,ORG,13467
10898,Dipankar Bhattacharya,PERSON,10780
10899,Ramkrishna ‘Sudin’ Dhavalikar,PERSON,3160
10900,Ventaka Narasaiah,PERSON,18149
10901,Khed taluka,GPE,15549
10902,Suresh Bhujade,PERSON,15549
10903,Narsala village,GPE,15549
10904,K N Shiva,PERSON,215
10905,Andbojhi village,GPE,3644
10906,Anup Kudtarkar,PERSON,3160
10907,Kishore Amonkar,PERSON,3160
10908,Hanan Mohllah,POL,4688
10909,V K Ramasamy,PERSON,215
10910,the ministry of commerce and industry,ORG,215
10911,Dankuni,GPE,937
10912,Bangaon Shivar,GPE,2763
10913,Ran Nagar,GPE,3644
10914,Balasaheb Shinde,PERSON,15549
10915,Punjabi University,ORG,4688
10916,Manoj Shukla,DIR,3644
10917,Jayashankar,PERSON,18149
10918,Anthony Sebastin,PERSON,2763
10919,Kethireddypally,GPE,18149
10920,Dharmendra,DIR,937
10921,Mohanpura,GPE,6619
10922,Harwinder Singh Khera,PERSON,4688
10923,National Disaster Management,ORG,15549
10924,the Gazette of India,ORG,15549
10925,Yadagiri,PERSON,6619
10926,Narayanan,PERSON,215
10927,Shahipura,GPE,3644
10928,Kurunthampatttu,GPE,215
10929,Fernandes,PERSON,3160
10930,Mahalwada,GPE,3160
10931,All India NEET,ORG,18149
10932,Semada village,GPE,12381
10933,Inqualabi Kendra Punjab,ORG,4688
10934,the Jaipur Development Authority,ORG,8841
10935,Canadian Hindu Advocacy,ORG,6266
10936,Jai Ram Thakur,PERSON,6266
10937,Manju,PERSON,10780
10938,Changanassery,GPE,11194
10939,TDP,ORG,6619
10940,Myanmar,GPE,15549
10941,Doraikannu,PERSON,215
10942,K Ram Reddy,PERSON,18149
10943,M K Jain,PERSON,8841
10944,Sanjeev Yadav,PERSON,3644
10945,Naressh Bera,PERSON,12381
10946,Seraikela,GPE,10780
10947,AIPEF,ORG,265
10948,Ayyan Vaickal Pasanatharar Sangam,ORG,215
10949,Madan Singh,DIR,3644
10950,Vrinda Grover,PERSON,4688
10951,N Uttam Kumar Reddy,PERSON,18149
10952,Sunandu Sudhakaran,PERSON,3644
10953,ITD Cementation,ORG,1561
10954,UGDP,ORG,3160
10955,Sadashivnagar,GPE,18149
10956,Ghorkhindi,GPE,4229
10957,Bharat Inder Singh Chahal,PERSON,4688
10958,han,PERSON,4688
10959,Vijay Bishnoi,PERSON,8841
10960,Momsing,PERSON,12381
10961,", Tejashwi Prasad Yadav",PERSON,10780
10962,the Agriculture Insurance Company of India,ORG,8841
10963,Nagmani Bhaskar,PERSON,3644
10964,Wakad,GPE,15549
10965,Pachur,GPE,215
10966,Vangaveeti Radhakrishna,PERSON,6619
10967,Saroj Ahire,PERSON,15549
10968,TAFE,ORG,15549
10969,Sukhbir,PERSON,4688
10970,Shri Karan Narendra Agricultural University,ORG,8841
10971,Narinder Bhinder,PERSON,4688
10972,V V Vagadiya,PERSON,12381
10973,Nagamangalam,GPE,215
10974,Jayesh Patel,DIR,12381
10975,N Palanisamy,PERSON,215
10976,Kolse-Patil,PERSON,1527
10977,Ralegaon,GPE,4229
10978,K Sathemma,PERSON,18149
10979,Nitesh,PERSON,8841
10980,Dondapadu village,GPE,6619
10981,Magallu village,GPE,2763
10982,Saminath,POL,215
10983,Tomar sa,PERSON,4688
10984,Bhusari,PERSON,15549
10985,Kisan Sabha’s,ORG,19072
10986,Adam Sapiya,PERSON,12381
10987,Shabad Naresh,PERSON,18149
10988,the Punjab Remote Sensing Centre,ORG,4688
10989,AP Genco,ORG,6619
10990,ID Bhatt,PERSON,2763
10991,Shanmugam,DIR,215
10992,Luvkush,PERSON,3644
10993,Mansa Devi,GPE,4688
10994,Manzoor,PERSON,8841
10995,VNMAU,ORG,15549
10996,Ponnur,GPE,1527
10997,Commonwealth Affairs,ORG,6266
10998,Channarayapatna taluk,GPE,19072
10999,South Korea,GPE,19072
11000,Sonapur,GPE,15549
11001,CYFC,ORG,3160
11002,Bora,PERSON,10780
11003,The Life Line Foundation,ORG,4688
11004,Amma Makkal Munnetra Kazhagam,ORG,215
11005,the Indian Institutes of Technology,ORG,18149
11006,Joravar Singh,PERSON,3644
11007,the All India Motor Transport Congress,ORG,4688
11008,Travis Barker,PERSON,6266
11009,Keshampet,GPE,18149
11010,Sweeti Kumari,PERSON,215
11011,RRCC,ORG,15549
11012,Indian Institute of Oil Palm Research,ORG,18149
11013,Tumakuru,GPE,2763
11014,Dhoraji,GPE,12381
11015,Aunjaneya Kumar,PERSON,3644
11016,Ganga Devi Rafique Khan,PERSON,8841
11017,Om Birla,POL,6619
11018,Maharajganj district,GPE,3644
11019,Vidhya Charan Reddy,PERSON,18149
11020,Kardashian West,PERSON,6266
11021,Pralhad,PERSON,15549
11022,Balewadi,GPE,15549
11023,Sitaram Trading,ORG,12381
11024,Kombaikadu,GPE,215
11025,Madan Mohan Jha,PERSON,4688
11026,EPCA,ORG,4688
11027,Masood,PERSON,10780
11028,Vegal,PERSON,12381
11029,Asha,ORG,2763
11030,Ratanpura,GPE,19072
11031,Majura,GPE,12381
11032,Pargi,GPE,18149
11033,Shahid Alam,PERSON,4688
11034,Asma,PERSON,2763
11035,D Y Chandrachud,PERSON,4688
11036,Mylardevpally,GPE,18149
11037,Bharat Singh,POL,13467
11038,Santosh Kolte,PERSON,15549
11039,Yerpedu,GPE,18149
11040,Kittesampatty village,GPE,215
11041,Sujith,PERSON,11194
11042,Sagara,GPE,18149
11043,Pimplas Ramache,GPE,15549
11044,Pappan Singh Gahlot,PERSON,10780
11045,Vandanmedu Green Gold Cardamom Producer Company,ORG,215
11046,the Agriculture Market Intelligence Centre,ORG,15549
11047,Ganesh Kalbande,PERSON,15549
11048,AAP,ORG,4688
11049,BKU-Tikait,ORG,4688
11050,Chinniyampalayam,GPE,215
11051,Ajit Paasi,PERSON,3644
11052,Pravin,PERSON,3644
11053,Warudkazi,GPE,2763
11054,Customs,ORG,215
11055,Baruram Muklan,PERSON,19072
11056,JD(U,ORG,10780
11057,Pramod Yadav,DIR,3644
11058,Jadiya,GPE,10780
11059,Sarv Samaj Jagriti Manch,ORG,4688
11060,Arjun Ahire,PERSON,1561
11061,Satpal Singh,POL,18149
11062,Chalamattom,GPE,1341
11063,RK Tewari,PERSON,3644
11064,Sandip Patel,DIR,12381
11065,N K Sharma,PERSON,937
11066,Vora,PERSON,6266
11067,Cusack,PERSON,6266
11068,Nagenahalli village,GPE,1561
11069,Jasdan,GPE,12381
11070,Palayakottai,GPE,215
11071,Muralidhar,PERSON,19072
11072,Indian Agriculture Research Institute,ORG,1527
11073,K Laxman,PERSON,2763
11074,Marhal,GPE,15549
11075,Shehri Panchayat,GPE,4688
11076,Subegh Singh,PERSON,937
11077,Tamizhnesan,PERSON,215
11078,Sanjay Talwar,PERSON,4796
11079,Geeta Bhati,DIR,3644
11080,Ichhalkaranji,GPE,15549
11081,Murmi,GPE,15549
11082,R&S,ORG,18149
11083,GVMC,ORG,1341
11084,P P Kharpatil Construction Pvt Ltd,ORG,15549
11085,Agriculture Technology Management Agency,ORG,3160
11086,Satyanarayana Murthy,PERSON,15549
11087,Babu,POL,215
11088,Sarvjeet Kaur Manuke,PERSON,4688
11089,the All India Students Federation,ORG,15549
11090,Nashik District Central Cooperative,ORG,15549
11091,T M Thomas Isaac,PERSON,11194
11092,Kalgaon village’s,GPE,4229
11093,Prem Singh Bhangu,PERSON,4688
11094,Norway,GPE,12381
11095,Vasanth Barnad,PERSON,3003
11096,Alwar-Mundawar,GPE,8841
11097,Sajjala Ramakrishna Reddy,DIR,6619
11098,Santosh Gupta,DIR,8841
11099,the UP Police,ORG,3644
11100,Kolhapur,GPE,15549
11101,Bojjala Dasaratha Rami Reddy,PERSON,6619
11102,New Civil Hospital,ORG,3413
11103,the Gaudhan Yojana,ORG,3644
11104,Claudia Webbe,PERSON,6266
11105,IIM-Ranchi,ORG,12381
11106,Ognaj village,GPE,12381
11107,Faiz Ahmad Faiz’s,PERSON,19072
11108,Lalau,GPE,3644
11109,Arjun Salunkhe,PERSON,15549
11110,New Guwahati,GPE,937
11111,Amritsar-Delhi Express,ORG,3644
11112,RTO,ORG,3644
11113,Jasbir Singh Virk,PERSON,3644
11114,Acharya Devvrat,PERSON,12381
11115,Vishwanth Gaddad,PERSON,2763
11116,Nehra,PERSON,12381
11117,Kundli,GPE,4688
11118,Manpreet Sing,POL,4688
11119,Avnita,POL,4688
11120,Arrur,GPE,18149
11121,Sunil Raigar,PERSON,1341
11122,LCO,ORG,8841
11123,SDO/JE,ORG,4688
11124,Morbi,GPE,12381
11125,Bhubesh Kumar,POL,18149
11126,Sushilkumar Shinde,POL,15549
11127,Mahesh Sharda,DIR,6266
11128,CAZRI,ORG,8841
11129,Baliyon,GPE,4688
11130,Barhaini,GPE,3644
11131,Bengal,GPE,1561
11132,Onion and Potato Traders Association,ORG,2763
11133,Madotanda,GPE,3644
11134,Vijaya Reddy,PERSON,18149
11135,Jabbir,PERSON,11194
11136,Rudraprayag,GPE,3644
11137,Tama,PERSON,12381
11138,Wildlife,ORG,15549
11139,Chokhada village,GPE,12381
11140,Ramrattan,PERSON,18149
11141,TARAN,GPE,4688
11142,Tadepalle,GPE,6619
11143,Yorkshire,GPE,6266
11144,R Chitradevi,PERSON,215
11145,Liluram,PERSON,19072
11146,Belmandal village,GPE,15549
11147,Manoj Lubana,PERSON,4688
11148,Neyyattinkara taluk,GPE,8841
11149,Kharik,GPE,10780
11150,Narpat Rana,PERSON,4688
11151,Pulwama,GPE,3644
11152,Sandeep Khanna,DIR,3644
11153,Sikanderguda,GPE,18149
11154,Huzurabad,GPE,18149
11155,Deswal,GPE,4688
11156,Mumbai APMC,ORG,15549
11157,D H Vasava,PERSON,12381
11158,Pervej,PERSON,10780
11159,Devgadh Baria,GPE,12381
11160,CMPDI,ORG,10780
11161,Senjeri,GPE,215
11162,Anurag Thakur,PERSON,4688
11163,Khagaria,GPE,10780
11164,Mundra,GPE,12381
11165,Kotadagudda village,GPE,2763
11166,the Union council of ministers’,ORG,15549
11167,Meenakshipuram,GPE,215
11168,Perumal,PERSON,215
11169,Latehar,GPE,10780
11170,Haridwar,PERSON,3644
11171,GCC,ORG,6619
11172,Addakal,GPE,18149
11173,The Kisan Morcha,ORG,4688
11174,Narendra Patil,PERSON,15549
11175,Periyapatna,GPE,2763
11176,The All India Agricultural Workers Union,ORG,215
11177,Tiruvannamalai,GPE,215
11178,Dattawad,GPE,15549
11179,The Bharatiya Kisan Sangh,ORG,2763
11180,Meham,GPE,1341
11181,the department of disaster management and relief,ORG,8841
11182,BKU Agra,ORG,4688
11183,Hamirpur,GPE,3644
11184,Vanrajsinh Chauhan,PERSON,6266
11185,Kumarambheem-Asifabad,GPE,18149
11186,Hake,PERSON,2056
11187,Sudhir Pangul,PERSON,15549
11188,Palakurthy Sarojana,PERSON,18149
11189,Durgapura,GPE,8841
11190,Chandra Shekhar,POL,3644
11191,Nani Chikhli,GPE,12381
11192,Mania Singh,POL,937
11193,Shaheeds Bhagat Singh,PERSON,4688
11194,KOZHIKODE,PERSON,11194
11195,Parveen Attri,PERSON,4688
11196,Karjan,GPE,12381
11197,Khambha,GPE,12381
11198,Delhi Disaster Management Authority,ORG,4688
11199,Bhigwan,GPE,15549
11200,Parshotam Rupala,PERSON,12381
11201,Paigah,GPE,18149
11202,Beet Vantangia,GPE,3644
11203,Maneri,GPE,3160
11204,Manmohan Waris,PERSON,7031
11205,Botad,GPE,12381
11206,Madikeri,GPE,2763
11207,Indian Cotton Association Limited,ORG,4688
11208,Bettadakeshavi village,GPE,2763
11209,the electricity board,ORG,215
11210,Amrinder Gill,PERSON,4688
11211,Gem and Jewellery Export Promotion Council,ORG,8841
11212,Survey,ORG,15549
11213,Gurdaspur,GPE,4688
11214,Yadwinder Singh Libra,PERSON,4688
11215,Gidani village,GPE,8841
11216,Ramachandran,PERSON,215
11217,Umri Langar,GPE,4688
11218,Dhanarua,GPE,10780
11219,Porvorim,GPE,3160
11220,Junnar,GPE,15549
11221,Sharath,PERSON,2763
11222,Union home ministry,ORG,6619
11223,Daah Dhaki,GPE,3644
11224,the Punjab State Power Corporation Limited,ORG,4688
11225,Magh Mela,GPE,1561
11226,the Mission UP,ORG,4688
11227,Palus,GPE,15549
11228,BKU E,PERSON,4688
11229,Sasikala,PERSON,6266
11230,Mahto,PERSON,10780
11231,Katra,GPE,3644
11232,Bhera,PERSON,2763
11233,Madhu Gaonkar,PERSON,3160
11234,Y Pandu,PERSON,18149
11235,Hatkanangle,GPE,15549
11236,Krishna Gowda,PERSON,2763
11237,Ch Narayana Reddy,PERSON,18149
11238,Panchpfula Asole,PERSON,15549
11239,Tea Board,ORG,215
11240,Nav,PERSON,4688
11241,Banna Gupta,PERSON,10780
11242,T Jeevan Reddy,PERSON,18149
11243,Vijender Kumar,POL,4688
11244,Krishna Khopde,PERSON,15549
11245,Kishan Reddy,PERSON,18149
11246,Sonu Gurjar,PERSON,13467
11247,Pratima Mondal,POL,1561
11248,Jagat,GPE,3644
11249,Savitri Chahar,PERSON,4688
11250,Ambala Sadar,GPE,4688
11251,Chatushrungi,GPE,15549
11252,Mohinder,PERSON,6266
11253,David Jaimy Kokkada,PERSON,3003
11254,K Thirupathy,PERSON,215
11255,Rajamohan,PERSON,3003
11256,RPI,ORG,3644
11257,Beltarodi,GPE,15549
11258,Amloh,GPE,4688
11259,the Punjab BJP,ORG,4688
11260,Jai Ram,PERSON,3644
11261,Government Agricultural School,ORG,3644
11262,Bastar,GPE,3644
11263,Baskar,DIR,8841
11264,Paramaiah,PERSON,18149
11265,Hola Mohalla,GPE,4688
11266,Baghakuti village,GPE,3644
11267,G Chinnasamy,PERSON,215
11268,Abhimanyu Kumar Mehta,PERSON,12332
11269,Jaya Bharathi Agro Foods,ORG,215
11270,M Prakash,PERSON,215
11271,the Society for Elimination of Rural Poverty,ORG,18149
11272,Sengamalakannan,PERSON,215
11273,Guthi Chaitanya Sindhu,PERSON,18149
11274,Nitesh Raneprotested,PERSON,15549
11275,SAD-BJP,ORG,4688
11276,the United States of America,GPE,4688
11277,Mahbubabad,GPE,18149
11278,Mopa,GPE,3160
11279,Jasveer Singh,POL,3644
11280,Ankanahalli,GPE,2763
11281,Manerikar,PERSON,15549
11282,the American Sikh Council,ORG,6266
11283,Thiruvattar,GPE,215
11284,DVVNL,ORG,3644
11285,Pushpendra,PERSON,8841
11286,Punhana,GPE,13467
11287,MoA&FW,ORG,3644
11288,Maken,PERSON,4688
11289,Central Citrus Research Institute,ORG,15549
11290,Varkhed,GPE,15549
11291,Andhanallur,GPE,215
11292,Saurashtra Oil Mills Association,ORG,12381
11293,Jogiram Sihag,PERSON,4688
11294,Bhavani taluk,GPE,215
11295,Surajmal Nain,PERSON,4688
11296,IAUA,ORG,10780
11297,Bibi Jagir Kaur,PERSON,4688
11298,JAMSHEDPUR,GPE,10780
11299,BJP Kisan Morcha’s,ORG,15549
11300,Kingra,PERSON,4688
11301,Maninder Singh,DIR,4688
11302,Yudhvir Rana,PERSON,6266
11303,Pankaj Shah,DIR,3644
11304,Chaudharywas,GPE,19072
11305,Indrajit Khachar,PERSON,12381
11306,Jehangirabad,GPE,13467
11307,the Bhartiya Kisan Union,ORG,3644
11308,Gujarat Congress,ORG,12381
11309,Amit Mandal,PERSON,6266
11310,Hujumnagar village,GPE,15658
11311,Ransing Rathwa,PERSON,12381
11312,Sarjeet Singh,PERSON,3644
11313,Baghdad,GPE,6266
11314,Manvendra Singh,POL,8841
11315,Kalamnuri tehsil,GPE,15549
11316,Navin Kumar Singh,PERSON,10780
11317,Punchakkari,GPE,2763
11318,CDS Rawat,PERSON,4688
11319,Baroli Ahir,GPE,4688
11320,Mengaram village,GPE,18149
11321,AKSingh,PERSON,15549
11322,Ganpat Sadashiv Sangle,PERSON,15549
11323,Mohan Kumawat,PERSON,8841
11324,BKU Sidhupur,ORG,4688
11325,S Vijayakumar,PERSON,215
11326,M Ramachandran,PERSON,215
11327,Jasmeet Hundal,PERSON,1341
11328,TNN,ORG,18149
11329,Tamil Nadu Sugarcane Farmers Association,ORG,937
11330,Antony Raju,PERSON,11194
11331,SRIKAKULAM,GPE,6619
11332,Wanowrie,GPE,15549
11333,Tilsada,GPE,3644
11334,Bolmax Pereira,PERSON,3160
11335,Ambadas Deomane,PERSON,4229
11336,Devender Kumar,DIR,4688
11337,HPC,ORG,4688
11338,P Nalini,PERSON,215
11339,Patrakar Bhavan,GPE,15549
11340,Huntergunj,GPE,15549
11341,Shahanshahpur,GPE,4688
11342,Kasola Chowk,GPE,8841
11343,Tript Rajinder Singh Bajwa,PERSON,3644
11344,Kiran Kumar,PERSON,18149
11345,Kripal Singh Fauzdar,PERSON,4688
11346,Girish Kulkarni,PERSON,15549
11347,Bhartiya Kisan Uni,ORG,1527
11348,Nagawara,GPE,2763
11349,Himmat Choudhary,PERSON,8841
11350,Umrapada,GPE,12381
11351,Dipankar Saha,DIR,4688
11352,Maharajganj Vegetable Producing Company,ORG,12381
11353,Digamber Singh,PERSON,3644
11354,Mandlik,PERSON,2763
11355,Tony Rana,PERSON,937
11356,Pochampally,GPE,3644
11357,Ravi Shankar Prasad,POL,4688
11358,Dakshin Haryana Bijli Vitran Nigam,ORG,4688
11359,the eco-development committee,ORG,6266
11360,R Chinnasamy,PERSON,215
11361,Kodagan,GPE,215
11362,Naujawan Kisan Sahayta Kendra,ORG,8841
11363,OUAT,ORG,15549
11364,National Centre for Disease Control,ORG,4688
